Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes
0.1	Rtr7	2	dev[11]=net(2,11-13)	OutInterests	20	0.545898
0.1	Rtr7	2	dev[11]=net(2,11-13)	DropInterests	0	0
0.1	Rtr7	2	dev[11]=net(2,11-13)	InNacks	0	0
0.1	Rtr7	2	dev[11]=net(2,11-13)	OutNacks	0	0
0.1	Rtr7	2	dev[11]=net(2,11-13)	DropNacks	0	0
0.1	Rtr7	2	dev[11]=net(2,11-13)	InData	19	23.8232
0.1	Rtr7	2	dev[11]=net(2,11-13)	OutData	0	0
0.1	Rtr7	2	dev[11]=net(2,11-13)	DropData	0	0
0.1	Rtr7	-1	all	SatisfiedInterests	19	0
0.1	Rtr7	-1	all	TimedOutInterests	0	0
0.1	Rtr9	0	dev[13]=net(0,11-13)	InInterests	20	0.545898
0.1	Rtr9	0	dev[13]=net(0,11-13)	OutInterests	0	0
0.1	Rtr9	0	dev[13]=net(0,11-13)	DropInterests	0	0
0.1	Rtr9	0	dev[13]=net(0,11-13)	InNacks	0	0
0.1	Rtr9	0	dev[13]=net(0,11-13)	OutNacks	0	0
0.1	Rtr9	0	dev[13]=net(0,11-13)	DropNacks	0	0
0.1	Rtr9	0	dev[13]=net(0,11-13)	InData	0	0
0.1	Rtr9	0	dev[13]=net(0,11-13)	OutData	19	23.8232
0.1	Rtr9	0	dev[13]=net(0,11-13)	DropData	0	0
0.1	Rtr9	1	dev[13]=net(1,16-13)	InInterests	0	0
0.1	Rtr9	1	dev[13]=net(1,16-13)	OutInterests	20	0.545898
0.1	Rtr9	1	dev[13]=net(1,16-13)	DropInterests	0	0
0.1	Rtr9	1	dev[13]=net(1,16-13)	InNacks	0	0
0.1	Rtr9	1	dev[13]=net(1,16-13)	OutNacks	0	0
0.1	Rtr9	1	dev[13]=net(1,16-13)	DropNacks	0	0
0.1	Rtr9	1	dev[13]=net(1,16-13)	InData	19	23.8232
0.1	Rtr9	1	dev[13]=net(1,16-13)	OutData	0	0
0.1	Rtr9	1	dev[13]=net(1,16-13)	DropData	0	0
0.1	Rtr9	-1	all	SatisfiedInterests	19	0
0.1	Rtr9	-1	all	TimedOutInterests	0	0
0.1	Rtr10	0	dev[14]=net(0,10-14)	InInterests	29	0.791016
0.1	Rtr10	0	dev[14]=net(0,10-14)	OutInterests	0	0
0.1	Rtr10	0	dev[14]=net(0,10-14)	DropInterests	14	0.382812
0.1	Rtr10	0	dev[14]=net(0,10-14)	InNacks	0	0
0.1	Rtr10	0	dev[14]=net(0,10-14)	OutNacks	0	0
0.1	Rtr10	0	dev[14]=net(0,10-14)	DropNacks	0	0
0.1	Rtr10	0	dev[14]=net(0,10-14)	InData	0	0
0.1	Rtr10	0	dev[14]=net(0,10-14)	OutData	13	16.2998
0.1	Rtr10	0	dev[14]=net(0,10-14)	DropData	0	0
0.1	Rtr10	1	dev[14]=net(1,14-15)	InInterests	0	0
0.1	Rtr10	1	dev[14]=net(1,14-15)	OutInterests	2	0.0537109
0.1	Rtr10	1	dev[14]=net(1,14-15)	DropInterests	0	0
0.1	Rtr10	1	dev[14]=net(1,14-15)	InNacks	0	0
0.1	Rtr10	1	dev[14]=net(1,14-15)	OutNacks	0	0
0.1	Rtr10	1	dev[14]=net(1,14-15)	DropNacks	0	0
